"search-number","evaluation","evals-requested-so-far","sun-brightness*","albedo*","initial-clouds*","night*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","109","160","1","0.1","14","0.2","""1306837350""","4.206596712470159","5.900925937698418","5.0352150384443926","0.5038916282209679","5.900925937698418"
"1","110","160","1","0.1","14","0.2","""849409773""","3.9294094191879836","5.077324029163698","4.415628106537784","0.33955531048885945","5.077324029163698"
"1","111","160","3.6","0.55","66","0.6000000000000001","""456467498""","1.8288331209441075","2.2055741844137984","1.9937361484013247","0.10436770914210211","1.8288331209441075"
"1","112","160","3.6","0.55","66","0.6000000000000001","""-1164373768""","2.7010985241929077","2.712012497536838","2.704571112379107","0.003038897409324068","2.7010985241929077"
"1","113","160","3.6","0.55","66","0.6000000000000001","""-1857492680""","1.8388187714352462","1.92822978251575","1.8948950622572762","0.027488930039078593","1.8388187714352462"
"1","114","160","3.6","0.55","66","0.6000000000000001","""-442581425""","1.489199938470188","1.6775932238122575","1.6034666463292127","0.05369939030159968","1.489199938470188"
"1","115","160","3.6","0.55","66","0.6000000000000001","""-1610463894""","2.3597691152878184","2.5743241155137646","2.4749592850957334","0.0688100133406182","2.3597691152878184"
"1","116","160","3.6","0.55","66","0.6000000000000001","""1596384250""","2.300176206920648","2.301926844410618","2.3007332215728233","4.8744921444069875E-4","2.300176206920648"
"1","117","160","3.6","0.55","66","0.6000000000000001","""1499469125""","2.2069126386478395","2.2755905561955494","2.2287644535289504","0.01912274651372117","2.2069126386478395"
"1","118","160","3.6","0.55","66","0.6000000000000001","""1896504009""","2.2124582426225707","2.4308023761607416","2.28764381421105","0.05860543118273072","2.2124582426225707"
"1","119","160","3.6","0.55","66","0.6000000000000001","""-354371043""","2.7000096649960756","2.700105687923376","2.7000402173964178","2.673671776564008E-5","2.7000096649960756"
"1","120","160","3.6","0.55","66","0.6000000000000001","""1094021551""","2.752786076244888","2.8024760125549406","2.793814977854638","0.014101007537838458","2.752786076244888"
"1","121","160","0.2","0.1","12","0.2","""-163458852""","0.4228682971928226","0.7365771102914405","0.6477948843570849","0.08618183317075541","0.4228682971928226"
