"search-number","evaluation","sun-brightness*","albedo*","initial-clouds*","night*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","300","3.2","0.8500000000000001","4","0.8","10","0.620692022727571","10","0.5168774174875727"
